ID,Experiment,Variable,Region,carbonbudget,minlevel,inertia,gamma,PRTP,damage_coeff,perc_reversible,TCRE,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102,2103,2104,2105,2106,2107,2108,2109,2110,2111,2112,2113,2114,2115,2116,2117,2118,2119,2120,2121,2122,2123,2124,2125,2126,2127,2128,2129,2130,2131,2132,2133,2134,2135,2136,2137,2138,2139,2140,2141,2142,2143,2144,2145,2146,2147,2148,2149,2150,2151,2152,2153,2154,2155
35fa4b1a8,netnegs,global_emissions,Global,1344 GtCO2,0 GtCO2/yr,-0.0506,954.9608 USD2005/tCO2,0.001,0.00267,1,0.42 delta_degC/(TtCO2),43.478,41.278,39.078,36.878,34.6781,32.4781,30.2781,28.0781,26.5101,26.3189,26.1393,25.8201,25.5127,25.2149,24.9253,24.6426,24.366,24.0946,23.8279,23.5654,23.3066,23.0073,22.7116,22.4192,22.1301,21.8439,21.5606,21.28,21.0019,20.7263,20.4528,20.0896,19.7306,19.3757,19.025,18.6783,18.3354,17.9962,17.6607,17.3287,17,16.6645,16.3292,15.9941,15.6595,15.3253,14.9916,14.6584,14.3257,13.9936,13.6619,13.2907,12.919,12.547,12.1748,11.8024,11.43,11.0575,10.685,10.3125,9.94001,9.51665,9.09316,8.66979,8.24656,7.82357,7.40087,6.97869,6.55692,6.13563,5.7149,5.25927,4.80194,4.34295,3.8825,3.42088,2.95813,2.49457,2.0302,1.56525,9.43142e-12,8.4283e-12,7.62801e-12,7.02268e-12,6.60366e-12,6.36154e-12,6.29002e-12,6.38022e-12,6.6265e-12,7.02083e-12,7.55786e-12,8.73249e-12,1.00141e-11,1.13954e-11,1.28716e-11,1.44361e-11,1.60837e-11,1.78101e-11,1.96099e-11,2.14792e-11,2.34136e-11,2.58067e-11,2.82423e-11,3.07155e-11,3.32219e-11,3.57567e-11,3.83153e-11,4.08947e-11,4.34893e-11,4.60956e-11,4.87097e-11,5.16623e-11,5.46055e-11,5.75335e-11,6.04409e-11,6.33231e-11,6.61744e-11,6.8989e-11,7.17615e-11,7.4486e-11,7.71568e-11,8.00631e-11,8.28967e-11,8.56495e-11,8.83129e-11,9.08784e-11,9.33372e-11,9.56789e-11,9.7894e-11,9.99713e-11,1.019e-10,1.03944e-10,1.05809e-10,1.07483e-10,1.0895e-10,1.10192e-10
35fa4b1a8,netnegs,temperature,Global,1344 GtCO2,0 GtCO2/yr,-0.0506,954.9608 USD2005/tCO2,0.001,0.00267,1,0.42 delta_degC/(TtCO2),1.09622,1.11356,1.12997,1.14546,1.16003,1.17367,1.18638,1.19818,1.20931,1.22037,1.23134,1.24219,1.2529,1.26349,1.27396,1.28431,1.29455,1.30467,1.31467,1.32457,1.33436,1.34402,1.35356,1.36298,1.37227,1.38145,1.3905,1.39944,1.40826,1.41697,1.42556,1.43399,1.44228,1.45042,1.45841,1.46625,1.47395,1.48151,1.48893,1.49621,1.50335,1.51035,1.51721,1.52392,1.5305,1.53694,1.54323,1.54939,1.55541,1.56128,1.56702,1.5726,1.57803,1.5833,1.58841,1.59337,1.59817,1.60282,1.6073,1.61163,1.61581,1.61981,1.62363,1.62727,1.63073,1.63402,1.63712,1.64006,1.64281,1.64539,1.64779,1.65,1.65201,1.65384,1.65547,1.6569,1.65815,1.65919,1.66005,1.6607,1.6607,1.6607,1.6607,1.6607,1.6607,1.6607,1.6607,1.6607,1.6607,1.6607,1.6607,1.6607,1.6607,1.6607,1.6607,1.6607,1.6607,1.6607,1.6607,1.6607,1.6607,1.6607,1.6607,1.6607,1.6607,1.6607,1.6607,1.6607,1.6607,1.6607,1.6607,1.6607,1.6607,1.6607,1.6607,1.6607,1.6607,1.6607,1.6607,1.6607,1.6607,1.6607,1.6607,1.6607,1.6607,1.6607,1.6607,1.6607,1.6607,1.6607,1.6607,1.6607,1.6607,1.6607,1.6607,1.6607
35fa4b1a8,netnegs,temperaturedot,Global,1344 GtCO2,0 GtCO2/yr,-0.0506,954.9608 USD2005/tCO2,0.001,0.00267,1,0.42 delta_degC/(TtCO2),0,0.0173368,0.0164128,0.0154888,0.0145648,0.0136408,0.0127168,0.0117928,0.0111342,0.011054,0.0109785,0.0108445,0.0107153,0.0105903,0.0104686,0.0103499,0.0102337,0.0101197,0.0100077,0.00989747,0.00978878,0.00966308,0.00953887,0.00941608,0.00929462,0.00917443,0.00905544,0.0089376,0.00882081,0.00870503,0.00859017,0.00843762,0.00828684,0.00813781,0.00799051,0.00784487,0.00770086,0.00755842,0.0074175,0.00727806,0.00714,0.00699908,0.00685826,0.00671753,0.006577,0.00643662,0.00629647,0.00615652,0.0060168,0.0058773,0.00573798,0.00558208,0.00542598,0.00526975,0.00511342,0.00495702,0.0048006,0.00464416,0.0044877,0.00433126,0.0041748,0.00399699,0.00381913,0.00364131,0.00346356,0.0032859,0.00310836,0.00293105,0.00275391,0.00257696,0.00240026,0.00220889,0.00201682,0.00182404,0.00163065,0.00143677,0.00124241,0.00104772,0.000852684,0.000657404,3.72508e-15,3.55921e-15,3.38303e-15,2.8757e-15,2.89071e-15,2.66247e-15,2.63243e-15,2.44827e-15,2.9003e-15,3.09697e-15,3.13153e-15,3.49598e-15,4.22292e-15,4.67415e-15,5.51387e-15,6.04206e-15,6.85826e-15,7.35895e-15,8.4611e-15,8.83084e-15,9.76748e-15,1.09278e-14,1.19151e-14,1.2887e-14,1.39995e-14,1.49018e-14,1.62582e-14,1.70838e-14,1.81378e-14,1.93877e-14,2.05764e-14,2.15587e-14,2.31077e-14,2.39841e-14,2.55181e-14,2.64708e-14,2.79812e-14,2.90322e-14,3.00343e-14,3.12694e-14,3.24509e-14,3.35403e-14,3.48212e-14,3.59417e-14,3.712e-14,3.81618e-14,3.91277e-14,4.0393e-14,4.10346e-14,4.20312e-14,4.28701e-14,4.36615e-14,4.42207e-14,4.527e-14,4.5757e-14,4.62455e-14
35fa4b1a8,netnegs,smoothed_factor,Global,1344 GtCO2,0 GtCO2/yr,-0.0506,954.9608 USD2005/tCO2,0.001,0.00267,1,0.42 delta_degC/(TtCO2),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
35fa4b1a8,netnegs,cumulative_emissions,Global,1344 GtCO2,0 GtCO2/yr,-0.0506,954.9608 USD2005/tCO2,0.001,0.00267,1,0.42 delta_degC/(TtCO2),-2.03156e-14,41.278,80.3561,117.234,151.912,184.39,214.668,242.746,269.257,295.575,321.715,347.535,373.048,398.263,423.188,447.83,472.196,496.291,520.119,543.684,566.991,589.998,612.71,635.129,657.259,679.103,700.664,721.944,742.946,763.672,784.125,804.214,823.945,843.321,862.346,881.024,899.359,917.355,935.016,952.345,969.345,986.009,1002.34,1018.33,1033.99,1049.32,1064.31,1078.97,1093.29,1107.29,1120.95,1134.24,1147.16,1159.71,1171.88,1183.68,1195.11,1206.17,1216.86,1227.17,1237.11,1246.62,1255.72,1264.39,1272.63,1280.46,1287.86,1294.84,1301.39,1307.53,1313.24,1318.5,1323.31,1327.65,1331.53,1334.95,1337.91,1340.4,1342.43,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344
35fa4b1a8,netnegs,learning_factor,Global,1344 GtCO2,0 GtCO2/yr,-0.0506,954.9608 USD2005/tCO2,0.001,0.00267,1,0.42 delta_degC/(TtCO2),1,0.982794,0.950279,0.908634,0.863457,0.818552,0.776004,0.736719,0.701843,0.672385,0.646986,0.624713,0.605028,0.587434,0.57156,0.557123,0.543904,0.531728,0.520456,0.509973,0.500185,0.491004,0.482371,0.474231,0.466535,0.459241,0.452312,0.445719,0.439431,0.433426,0.427681,0.422175,0.4169,0.411839,0.406979,0.402306,0.397806,0.39347,0.389286,0.385247,0.381343,0.377558,0.37388,0.370303,0.366823,0.363435,0.360136,0.35692,0.353786,0.350729,0.347747,0.344832,0.341982,0.339195,0.336467,0.333798,0.331185,0.328625,0.326119,0.323663,0.321257,0.318896,0.316579,0.314307,0.312077,0.309888,0.307739,0.305629,0.303557,0.301521,0.299521,0.297552,0.295614,0.293704,0.291821,0.289966,0.288138,0.286337,0.284561,0.282812,0.281061,0.279347,0.277667,0.276023,0.274412,0.272831,0.271282,0.269762,0.268271,0.266807,0.26537,0.263959,0.262575,0.261216,0.259883,0.258573,0.257286,0.256022,0.254779,0.253558,0.252357,0.251176,0.250016,0.248876,0.247755,0.246653,0.245568,0.244501,0.243451,0.242417,0.2414,0.240399,0.239415,0.238445,0.237491,0.236552,0.235628,0.234717,0.23382,0.232936,0.232066,0.231208,0.230364,0.229532,0.228712,0.227905,0.22711,0.226326,0.225554,0.224791,0.224041,0.2233,0.222571,0.221852,0.221143,0.220444
35fa4b1a8,netnegs,baseline,WorldOrig,1344 GtCO2,0 GtCO2/yr,-0.0506,954.9608 USD2005/tCO2,0.001,0.00267,1,0.42 delta_degC/(TtCO2),43.478,44.1346,44.774,45.3911,45.9833,46.5502,47.0922,47.6105,48.1378,48.7226,49.3035,49.6283,49.9506,50.2711,50.5901,50.908,51.2252,51.542,51.8587,52.1753,52.492,52.7747,53.0573,53.34,53.6229,53.9061,54.1896,54.4735,54.7579,55.0427,55.3279,55.4738,55.6197,55.7657,55.9119,56.0583,56.2049,56.3519,56.4992,56.6469,56.7949,57.1046,57.4135,57.7219,58.0299,58.3375,58.6449,58.9521,59.2592,59.5662,59.8733,60.215,60.556,60.8966,61.2369,61.5768,61.9166,62.2563,62.5959,62.9354,63.275,63.5991,63.9227,64.2459,64.5688,64.8915,65.214,65.5366,65.8591,66.1816,66.5042,66.9514,67.398,67.8443,68.2902,68.7359,69.1815,69.627,70.0724,70.5179,70.9247,71.3861,71.8479,72.3101,72.7725,73.2353,73.6984,74.1617,74.6252,75.0889,75.5529,75.919,76.2863,76.6548,77.0241,77.3942,77.765,78.1364,78.5082,78.8805,79.2531,79.5285,79.805,80.0827,80.3611,80.6404,80.9202,81.2005,81.4813,81.7624,82.0438,82.2282,82.4137,82.6001,82.7872,82.975,83.1633,83.3521,83.5411,83.7305,83.9201,84.0128,84.1065,84.201,84.2962,84.392,84.4882,84.5848,84.6817,84.7788,84.8761,84.8767,84.8781,84.8803,84.8832,84.8866
35fa4b1a8,netnegs,population,WorldOrig,1344 GtCO2,0 GtCO2/yr,-0.0506,954.9608 USD2005/tCO2,0.001,0.00267,1,0.42 delta_degC/(TtCO2),7.6715,7.73712,7.80274,7.86836,7.93397,7.99959,8.06521,8.13083,8.19645,8.26206,8.32768,8.38063,8.43358,8.48653,8.53948,8.59243,8.64538,8.69833,8.75128,8.80423,8.85718,8.89571,8.93425,8.97279,9.01132,9.04986,9.0884,9.12693,9.16547,9.20401,9.24254,9.26429,9.28603,9.30777,9.32951,9.35126,9.373,9.39474,9.41648,9.43823,9.45997,9.46708,9.47419,9.48131,9.48842,9.49553,9.50264,9.50976,9.51687,9.52398,9.53109,9.52601,9.52092,9.51583,9.51075,9.50566,9.50057,9.49549,9.4904,9.48531,9.48023,9.46478,9.44932,9.43387,9.41842,9.40297,9.38752,9.37206,9.35661,9.34116,9.32571,9.30346,9.28121,9.25897,9.23672,9.21447,9.19222,9.16998,9.14773,9.12548,9.10323,9.08099,9.05874,9.03649,9.01425,8.992,8.96975,8.9475,8.92526,8.90301,8.88076,8.86296,8.84517,8.82737,8.80957,8.79177,8.77397,8.75618,8.73838,8.72058,8.70278,8.68944,8.67609,8.66274,8.64939,8.63604,8.62269,8.60935,8.596,8.58265,8.5693,8.5604,8.5515,8.5426,8.5337,8.52481,8.51591,8.50701,8.49811,8.48921,8.48031,8.47586,8.47141,8.46696,8.46251,8.45806,8.45361,8.44916,8.44472,8.44027,8.43582,8.43582,8.43582,8.43582,8.43582,8.43582
35fa4b1a8,netnegs,regional_emissions,WorldOrig,1344 GtCO2,0 GtCO2/yr,-0.0506,954.9608 USD2005/tCO2,0.001,0.00267,1,0.42 delta_degC/(TtCO2),43.478,41.278,39.078,36.878,34.6781,32.4781,30.2781,28.0781,26.5101,26.3189,26.1393,25.8201,25.5127,25.2149,24.9253,24.6426,24.366,24.0946,23.8279,23.5654,23.3066,23.0073,22.7116,22.4192,22.1301,21.8439,21.5606,21.28,21.0019,20.7263,20.4528,20.0896,19.7306,19.3757,19.025,18.6783,18.3354,17.9962,17.6607,17.3287,17,16.6645,16.3292,15.9941,15.6595,15.3253,14.9916,14.6584,14.3257,13.9936,13.6619,13.2907,12.919,12.547,12.1748,11.8024,11.43,11.0575,10.685,10.3125,9.94001,9.51665,9.09316,8.66979,8.24656,7.82357,7.40087,6.97869,6.55692,6.13563,5.7149,5.25927,4.80194,4.34295,3.8825,3.42088,2.95813,2.49457,2.0302,1.56525,9.43142e-12,8.4283e-12,7.62801e-12,7.02268e-12,6.60366e-12,6.36154e-12,6.29002e-12,6.38022e-12,6.6265e-12,7.02083e-12,7.55786e-12,8.73249e-12,1.00141e-11,1.13954e-11,1.28716e-11,1.44361e-11,1.60837e-11,1.78101e-11,1.96099e-11,2.14792e-11,2.34136e-11,2.58067e-11,2.82423e-11,3.07155e-11,3.32219e-11,3.57567e-11,3.83153e-11,4.08947e-11,4.34893e-11,4.60956e-11,4.87097e-11,5.16623e-11,5.46055e-11,5.75335e-11,6.04409e-11,6.33231e-11,6.61744e-11,6.8989e-11,7.17615e-11,7.4486e-11,7.71568e-11,8.00631e-11,8.28967e-11,8.56495e-11,8.83129e-11,9.08784e-11,9.33372e-11,9.56789e-11,9.7894e-11,9.99713e-11,1.019e-10,1.03944e-10,1.05809e-10,1.07483e-10,1.0895e-10,1.10192e-10
35fa4b1a8,netnegs,carbonprice,WorldOrig,1344 GtCO2,0 GtCO2/yr,-0.0506,954.9608 USD2005/tCO2,0.001,0.00267,1,0.42 delta_degC/(TtCO2),1.3895e-34,0.00378628,0.0142536,0.0298582,0.0491321,0.0709107,0.0943532,0.118876,0.136238,0.136758,0.137448,0.138435,0.139517,0.140668,0.141871,0.143111,0.144377,0.145659,0.146951,0.148248,0.149545,0.151118,0.15268,0.154228,0.15576,0.157273,0.158767,0.16024,0.161693,0.163125,0.164536,0.166294,0.168027,0.169736,0.171419,0.173076,0.174708,0.176315,0.177896,0.179453,0.180986,0.182993,0.184972,0.186921,0.188842,0.190732,0.192592,0.194423,0.196224,0.197995,0.199739,0.201849,0.203929,0.205978,0.207996,0.209982,0.211937,0.21386,0.215753,0.217614,0.219446,0.221632,0.223787,0.225911,0.228003,0.230062,0.232088,0.234082,0.236043,0.237971,0.239868,0.242077,0.244251,0.246391,0.248496,0.250563,0.252595,0.254589,0.256545,0.258464,0.268402,0.266765,0.265162,0.263591,0.262052,0.260543,0.259064,0.257612,0.256188,0.25479,0.253418,0.252071,0.250749,0.249451,0.248178,0.246927,0.245698,0.244491,0.243304,0.242138,0.240991,0.239864,0.238756,0.237667,0.236596,0.235544,0.234508,0.233489,0.232486,0.231499,0.230528,0.229572,0.228632,0.227706,0.226795,0.225898,0.225015,0.224146,0.223289,0.222445,0.221614,0.220795,0.219988,0.219194,0.218411,0.21764,0.216882,0.216133,0.215395,0.214667,0.21395,0.213243,0.212546,0.21186,0.211183,0.210515
